recipe_id,recipe_ingredient
7024432,"['돈나물', '식초', '고추장', '식초', '설탕', '다진마늘', '통깨']"
7024431,"['냉이', '민들레', '고추장', '고춧가루', '식초', '다진마늘', '참기름', '설탕', '매실액', '통깨', '액젓 약간 (입맛에 맞게 간 맞추기에 사용)']"
7024430,"['계란', '굵은소금', '식초', '양파', '부추', '통깨', '물', '진간장', '설탕', '대파', '양파', '국물용 멸치', '다시마', '파뿌리']"
7024429,"['불린미역', '소고기', '국간장', '송화 소금 조금', '물']"
7024428,"['우엉', '다시마', '간장', '설탕', '식초', '물']"
7024427,"['스팸', '두부', '김치', '마늘대', '청양고추', '식용유', '물', '고춧가루', '참치액', '후춧가루']"
7024426,"['대패삼겹살', '양배추', '양파', '팽이버섯', '다진마늘', '소주', '소금', '후추', '식초', '간장', '설탕', '식초', '물', '참기름', '통깨']"
7024425,"['두부', '간장', '고춧가루', '들기름', '청양고추', '파', '설탕 약간', '간마늘']"
7024424,"['어묵', '양파', '대파', '간장', '고춧가루', '올리고당', '통깨 약간', '물']"
7024423,"['우삼겹', '유부', '누들 떡볶이떡', '고래사종합 어묵 종류별', '양배추채', '삶은계란', '고추장', '고춧가루', '양조간장', '조청', '마라상궈소스', '해물육수', '다진마늘', '썬파', '산초가루', '물']"
7024422,"['소고기', '무', '액젓 (또는 소금)', '잔파', '후춧가루 약간', '다진마늘']"
7024421,"['사각 어묵', '고춧가루', '간장', '액젓', '다진마늘', '다진생강', '올리고당', '참기름', '통깨', '후춧가루', '다진 파']"
7024420,"['오이', '무', '대파', '소금', '다진 마늘', '고춧가루', '액젓', '식초', '설탕', '통깨 약간']"
7024419,"['돼지고기 목살', '양조간장', '맛술', '매실액', '참기름', '다진마늘', '후추', '파채']"
7024418,"['등갈비', '양파', '대파', '진간장', '맛술', '알룰로스', '다진마늘', '물', '후추 적당히']"
7024417,"['스팸', '계란', '다진 파', '식용유', '간장', '마요네즈']"
7024416,"['돼지등심', '소금', '맛술', '간장', '굴소스', '다진마늘', '돈가스소스', '통조림 파인애플', '계란', '샐러드야채 ', '방울토마토']"
7024415,"['어묵', '양파', '피망', '스팸', '간장', '설탕', '올리고당', '고춧가루', '다진 마늘', '대파', '참기름 적당량']"
7024414,"['무설탕 제로 음료수', '곤약분말']"
7024413,"['사과', '양배추', '그릭요거트', '꿀', '레몬즙', '견과류', '건크랜베리']"
7024412,"['무', '작은 당근', '물', '식초', '설탕', '액젓', '베트남 고추', '통후추']"
7024411,"['닭허벅지살', '다진마늘', '설탕', '미림', '간장', '전분가루', '식용유']"
7024410,"['무염버터', '중력분', '설탕', '베이킹파우더', '소금', '달걀', '생크림', '바닐라익스트렉']"
7024409,"['밤', '꿀', '계핏가루']"
7024408,"['식빵', '양파', '삶은계란', '파프리카', '샌드위치햄', '마요네즈', '머스터드', '홀그레인 머스터드', '설탕', '후추 약간']"
7024407,"['신김치', '돼지고기 목살', '양파', '대파', '고춧가루', '다진마늘', '간장', '설탕']"
7024406,"['납작 어묵', '양파', '청양고추', '마늘', '간장', '고춧가루', '다진마늘', '올리고당', '참기름', '깨']"
7024405,"['열무', '쪽파', '소금', '물', '물', '찹쌀가루', '사과', '양파', '홍고추', '고춧가루', '다진마늘', '다진생강', '까나리액젓', '매실액', '깨']"
7024404,"['오이', '소금', '참깨', '올리고당', '식초', '간장', '홀그레인 머스타드', '참기름']"
7024403,"['엿기름', '쌀', '소금', '설탕', '생강 (말린 것)', '단호박']"
7024402,"['닭다리살', '허브맛솔트 톡톡']"
7024401,"['티아시아커리', '스팸', '양파', '감자', '올리브유', '생수']"
7024400,"['닭', '고춧가루', '고추장', '진간장', '생강 조금', '원당', '통마늘', '물', '양파', '당근', '고구마', '무', '청양고추']"
7024399,"['라면', '물', '무채', '다진 마늘', '고춧가루', '원당', '식초', '액젓', '쪽파 조금']"
7024398,"['어묵', '대파', '다진마늘', '고춧가루', '매운고춧가루', '간장', '참치액', '설탕', '올리고당', '참기름', '깨']"
7024397,"['청경채', '샬롯', '마늘', '소금', '된장', '고춧가루', '참치액', '통깨 적당히', '참기름 적당히']"
7024396,"['두부', '알배추', '대파 조금', '계란', '진간장', '식초', '설탕', '물엿', '참기름', '물']"
7024395,"['새우패티', '적양배추 적당량', '피클 적당량', '오징어먹물 빵', '타르타르소스 ']"
7024394,"['두부', '굵은 소금', '배추김치', '들기름', '설탕', '진간장', '참치액', '식초', '통깨 약간']"
7024393,"['당근', '밥', '양파', '다진 돼지고기', '식용유', '간장', '굴소스', '올리고당']"
7024392,"['양송이버섯', '새송이버섯', '팽이버섯', '느타리버섯', '표고버섯', '올리브유', '잣', '마늘', '소금', '후추', '월계수잎', '그라나파다노치즈', '트러플오일', '버터', '밀가루', '양송이', '버섯 페스토', '생크림', '소금', '파슬리가루 약간']"
7024391,"['푸실리 파스타', '냉동새우', '브로콜리', '가지 작은 거', '양파', '마늘', '올리브유', '들깨가루', '소금 약간', '후춧가루 약간', '소금', '식초']"
7024390,"['병아리콩', '소금', '양파', '올리브유', '토마토 캔', '월계수잎', '소금']"
7024389,"['감자', '버터', '파마산치즈 톡톡', '파슬리가루 톡톡', '설탕', '소금']"
7024388,"['부침용 두부', '신김치', '굵은소금', '들기름', '들기름', '설탕', '진간장', '참치액', '통깨 적당량', '밥', '볶음김치', '계란후라이']"
7024387,"['돼지 앞다리살', '감자', '두부', '양파', '묵은지', '어슷썬대파', '홍고추', '사골육수', '물', '후추 톡톡', '고추장', '참치액', '들기름', '다진마늘', '다진생강', '맛술', '새우젓', '소금']"
7024386,"['모둠해물', '목이버섯', '청경채', '양파', '팽이버섯', '대파', '다진마늘', '간장', '참치액젓', '굴소스', '설탕', '참기름', '녹말']"
7024385,"['오이', '부추', '양파', '다진 마늘', '다진 생강', '고춧가루', '새우젓', '까나리액젓', '설탕', '매실청', '굵은소금', '물', '굵은소금', '물', '찹쌀가루']"
7024384,"['4배죽 밥', '시금치', '감자', '양배추', '아기 치즈', '물', '물']"
7024383,"['딸기', '식초', '설탕', '올리고당', '플레인요거트', '딸기청']"
7024382,"['열무', '쪽파', '양파', '물', '소금', '고춧가루', '사과', '양파', '홍고추', '찬밥', '액젓', '매실액', '새우젓', '간마늘', '간생강']"
7024381,"['쪽파', '고춧가루', '멸치액젓', '참치액', '매실청', '올리고당']"
7024380,"['방울토마토', '바질잎', '양파', '올리브오일', '발사믹식초', '레몬즙', '꿀', '소금 약간', '후추 약간']"
7024379,"['머위 순', '소금', '국간장', '참치액', '매실액', '들깨가루', '들기름']"
7024378,"['소고기', '당근 조금', '깻잎', '마늘', '올리브유', '소금', '생강술', '통깨 조금']"
7024376,"['대파', '고춧가루', '진간장', '깨 적당량', '참기름']"
7024375,"['자몽', '설탕', '데미소다 (사이다 또는 탄산수)']"
7024374,['키위']
7024373,"['부추', '계란', '햄', '밥']"
7024372,"['어묵 (종류별로)', '멸치', '다시마', '묵은지 (신김치)', '설탕', '다진마늘', '국간장', '대파']"
7024371,"['샐러리', '파인애플', '양파', '양상추', '오이', '당근', '방울토마토', '브로콜리', '병아리콩', '약콩', '발사믹식초', '올리브오일', '레몬즙']"
7024370,"['달래', '항정살', '다진생강', '고추장', '고춧가루', '참기름', '깨', '매실청', '식초', '설탕']"
7024369,"['토마토', '파프리카', '아보카도', '간장 조금', '연겨자 조금', '김']"
7024368,"['스팸', '계란', '당근', '밥', '식용유', '설탕', '소금', '참기름', '소금', '깨']"
7024367,"['미나리', '냉동 새우', '홍고추', '식초', '부침가루', '튀김가루', '참치액', '물', '양조간장', '식초', '설탕']"
7024366,"['김밥용김', '계란', '오이', '맛살', '메밀면', '쯔유', '들기름', '참치액', '후추 소량', '소금 소량', '쯔유', '양조간장', '물', '와사비 소량']"
7024365,"['단무지', '청양고추', '홍고추', '대파', '다진마늘', '설탕', '참치액젓', '고추가루', '참기름', '깨소금 조금']"
7024364,"['삼잎국화잎', '물', '굵은소금', '맛소금', '다진마늘', '참기름', '볶은통깨']"
7024363,"['등갈비', '김치', '다진마늘', '고춧가루', '간장', '매실청', '들기름']"
7024362,"['전복', '해물알 육수', '물', '간장', '올리고당', '설탕']"
7024361,"['계란', '레몬즙', '설탕']"
7024360,"['미나리', '굵은소금', '된장', '참기름', '깨']"
7024359,"['두부', '당근', '홍감자', '빨강 파프리카', '노랑 파프리카', '사과', '토마토', '느타리버섯', '데친 쑥갓', '카레 블럭']"
7024358,"['메밀면', '소고기 꽃갈비살 조금 (고기류는 취향껏)', '청상추', '크래미', '표고버섯', '꼬마새송이버섯', '당근', '양배추 (야채칸 냉털야채사용하세요)', '옥수수콘', '올리브', '버터', '양파', '발사믹소스', '소금', '후추', '와사비', '마요네즈']"
7024357,"['냉동 동죽', '물', '술', '무 약간', '다진마늘', '청양고추', '홍고추']"
7024356,"['오이지', '고춧가루', '참기름', '매실액', '통깨', '쪽파 넉넉히']"
7024355,"['통밀 밀가루', '알배기배추', '소금 약간만', '들기름 넉넉히', '홍고추']"
7024354,"['동물성 휘핑크림', '밤잼', '설탕', '얼음 적당량', '우유', '에스프레소', '코코아파우더 적당량']"
7024353,"['오이', '양파', '당근', '부추', '쪽파', '고추가루', '액젓', '마늘', '생강 조금', '매실즙', '맛술', '설탕', '통깨 적당히']"
7024352,"['월동무', '소금', '올리브유', '다진마늘', '들깨가루', '참기름 조금', '통깨 조금']"
7024351,"['소면', '계란', '상추', '김치', '참기름', '깨', '고추장', '고춧가루', '설탕', '식초', '간장']"
7024350,"['햄', '당근', '밥', '계란', '식용유', '굴소스', '설탕', '소금', '참기름', '김밥용 김']"
7024349,"['딸기', '우유', '꿀', '물']"
7024348,"['오이', '양파', '부추', '당근', '물', '소금', '까나리 액젓', '다진 마늘', '다진 생강', '고춧가루', '깨']"
7024347,"['삼겹살', '고추장', '간장', '고춧가루', '매실청']"
7024346,"['소불고기', '김밥김', '작은당근', '오이', '깻잎', '단무지', '쌀', '소금', '참기름', '깨', '쌈장', '마요네즈', '레몬즙 살짝', '소고기', '진간장', '배주스', '물', '다진마늘', '참기름', '설탕', '깨', '후춧가루']"
7024345,"['육개장사발면', '계란', '멸치육수', '떡국떡', '만두', '깻잎', '들깨가루', '산초가루', '연두부']"
7024344,"['감자', '계란', '식초', '오이', '허브솔트', '후추', '마요네즈']"
7024343,"[' 박력분', '설탕', '바닐라슈가', '소금', '찬 물', '찬 버터', '계란', '흑설탕', '바닐라슈가', '물엿', '시나몬파우더', '녹인 버터']"
7024342,"['민들레 잎', '물', '간장', '식초', '설탕', '소주']"
7024341,"['돼지고기', '양파', '대파', '고춧가루', '고추장', '고춧가루', '간장', '설탕', '참기름', '맛술', '후춧가루 약간', '요리당', '다진생강']"
7024340,"['소고기', '불고기양념', '양파', '당근', '대파', '진간장', '배주스', '물', '다진마늘', '참기름', '설탕', '깨', '후춧가루']"
7024339,"['명이나물 줄기', '고추장', '고운 고춧가루', '참치액젓', '2배식초', '매실액', '올리고당', '참기름', '통깨']"
7024338,"['가래떡', '설탕 적당량', '시나몬 파우더 적당량']"
7024337,"['쑥', '튀김가루', '식용유 적당량', '소금', '진간장', '식초', '물', '올리고당', '갈은깨']"
7024336,"['토르티야', '양송이', '양파', '모짜렐라치즈 ', '토마토소스 ', '루꼴라 적당량']"
7024335,"['오이', '목이버섯', '홍고추', '식초', '설탕', '소금', '통깨', '다진 마늘']"
7024334,"['오징어', '오이', '무', '당근', '양파', '청양고추', '홍고추', '고추장', '고춧가루', '진간장', '설탕', '매실청', '식초', '다진 마늘', '통깨 약간', '식초', '설탕', '소금', '물']"
7024333,"['쪽파', '꽃게액젓', '고추가루', '참깨', '배즙 음료', '양파', '마늘', '생강', '새우젓', '매실청']"
7024332,"['묵은지', '참치 캔', '대파', '다진 마늘', '들기름', '고춧가루', '설탕', '올리고당', '올리브오일', '물', '통깨']"
7024331,"['오이', '양파', '대파', '다진 마늘', '소금', '고추장', '고춧가루', '설탕', '진간장', '참기름', '식초', '통깨 솔솔솔']"
7024330,"['방풍나물', '멸치액젓', '참기름', '깨소금 약간', '시금치', '멸치액젓', '참기름', '깨소금 약간', '머위', '된장', '참기름', '깨소금 약간']"
7024329,"['호박', '계란', '소금', '식용유 약간']"
7024328,"['도다리', '쑥', '무', '디포리다시팩', '대파', '다진 마늘', '들깨가루', '소금', '참치액']"
7024327,"['방울토마토', '대파', '고춧가루', '설탕', '다진마늘', '액젓', '소금', '참기름', '깨소금']"
7024326,"['진미오징어채', '통깨 약간', '마요네즈', '맛술', '다진마늘', '고추장', '고춧가루', '간장', '올리고당', '물']"
7024325,"['레드비트', '소금', '홀그레인머스터드', '알룰로스', '화이트와인식초', '엑스트라버진 올리브유']"
7024324,"['메추리알', '진간장', '다시마', '물', '설탕', '다진마늘', '참기름']"
7024323,"['오이', '양파', '간장', '식초', '메이플시럽', '고춧가루', '깨 조금', '고추기름 조금']"
7024322,"['우유', '메이플시럽', '미숫가루', '시리얼']"
7024321,"['유부', '당근', '양파', '애호박', '알룰로스', '진간장', '맛술', '소금', '식초', '참기름', '깨', '식용유', '물', '국물용 멸치', '다시마']"
7024320,"['감자', '비엔나소세지', '전분가루', '식용유 넉넉히']"
7024319,"['열무', '얼가리', '감자', '당근', '천일염', '멸치', '다시마', '생수', '마늘', '청양고추', '생강 약간', '양파', '액젓', '맛술', '매실즙', '소금 약간']"
7024318,"['달래', '홍 진미채', '국간장', '고춧가루', '식초', '매실청', '다진 마늘', '통깨 약간']"
7024317,"['우엉', '식초', '호두 조금', '아몬드 조금', '원당', '진간장', '참기름', '꿀', '통깨']"
7024316,"['사태', '물', '양파', '통마늘', '통후추', '생강', '대파', '엄나무 (그밖에 냄새제거에 좋은 재료)', '참치액젓', '맛술', '부추', '팽이버섯', '참소스', '소면 (이나 밥)']"
7024314,"['양배추', '스팸', '홍파프리카', '피자치즈', '파슬리가루 약간', '계란', '부침가루', '소금 약간', '후춧가루 약간', '물']"
7024313,"['돼지고기', '한재 미나리', '통마늘', '청양고추', '대파', '진간장', '고추장', '고춧가루', '설탕', '올리고당', '굴소스', '맛술', '다진 마늘', '다진 생강', '참기름 약간', '후춧가루 약간']"
7024312,"['볶은 양배추', '계란', '돈까스 소스 적당량', '가쓰오부시 적당량 (가다랑어포)']"
7024311,"['참나물', '소금', '갈은깨', '들기름', '다진마늘', '소금']"
7024310,"['식빵', '계란', '당근', '딸기잼', '사각치즈', '슬라이스 햄', '식용유', '설탕', '소금']"
7024309,"['잡채용 돼지고기', '파프리카', '통마늘', '양파', '식용유', '고추기름', '꽃빵', '계란 흰자', '간장', '소금', '전분', '후추', '간장', '굴소스', '설탕']"
7024308,"['대패삼겹살', '부추', '단무지', '밥', '김밥용 김', '참기름', '깨', '소금', '진간장', '국간장', '국간장', '설탕']"
7024307,"['돼지고기 불고기 양념육', '불린 흰목이버섯', '모둠쌈', '대파', '마늘쫑', '마늘', '간장', '참기름']"
7024306,"['찬밥', '계란', '대파', '당근', '파프리카', '굴소스', '소금', '후추', '간장']"
7024305,"['고등어', '김치', '고추가루', '설탕', '파', '마늘', '청양고추', '말린 생강', '물', '통조림국물']"
7024304,"['국수', '찐 계란', '김치국물 ', '설탕', '참기름', '깨소금']"
7024303,"['당근', '양배추', '방울토마토', '상추', '다진 불고기 취향껏', '라이스페이퍼', '올리브유', '칠리소스 (땅콩소스)']"
7024302,"['비빔면', '골뱅이캔', '대파', '고추가루 (고추장)', '참기름', '깨소금']"
7024301,"['열무김치', '두부', '밥', '고추장', '참기름', '매실액 (닷맛 필요시 추가)']"
7024300,"['김', '참치캔', '밥', '상추', '계란', '참기름 (들기름)', '깨소금', '소금']"
7024299,"['미니 단호박', '찹쌀밥', '물', '소금', '설탕']"
7024298,"['열무김치', '청국장 (건더기만 이용)', '밥', '참기름 (들기름)', '고추장', '돼지고기 (앞다리살)', '고추장', '고추가루', '파', '마늘', '미림', '설탕 (매실액)', '후추가루']"
7024297,"['큰 네모 유부', '깨소금', '당근 (볶은)', '밥', '참기름']"
7024296,"['가지', '다진 돼지고기', '양파', '다진 쪽파', '고춧가루', '식용유', '두반장', '진간장', '다진 마늘', '맛술', '설탕']"
7024295,"['생닭', '소스', '물', '당면', '당근', '양파', '파', '마늘', '청양고추']"
7024294,"['밥', '장조림', '당근', '들기름', '깨소금', '검은깨']"
7024293,"['베노프 핑거팝 고단백 과자', '냉동 닭가슴살', '통마늘', '다진마늘', '허브솔트 조금', '생강가루 조금', '미림', '파슬리가루', '파마산치즈가루 ']"
7024292,"['우유', '찐고구마', '검은깨', '땅콩', '피칸', '꿀']"
7024291,"['오징어젓 갈', '무', '청양고추', '마늘', '쏭쏭 썬 쪽파', '설탕', '식초', '고춧가루', '통깨', '참기름']"
7024290,"['햄 (2줄양)', '계란', '맛살', '마늘쫑무침 조금', '흑미밥', '들기름', '깨소금']"
7024289,"['계란', '물', '대파 조금', '소금', '새우젓', '참치액']"
7024288,"['계란', '맛살', '당근 조금 (볶은)', '소금', '계란', '소고기', '당근 조금 (볶은 )', '팽이버섯 조금']"
7024287,"['단호박', '마요네즈', '홀그레인머스터드', '건포도']"
7024286,"['가지', '까나리액젓', '간장', '고추가루', '참기름', '파', '간마늘', '깨소금']"
7024285,"['미역 (불린미역 국그릇으로 한 그릇정도)', '물', '참치액', '국간장', '간마늘']"
7024284,"['돼지고기', '신김치', '당면', '라이스페이퍼', '참치액', '참기름', '후추가루']"
7024283,"['돼지고기', '완자', '신김치', '삶은 당면', '참치액', '후추가루']"
7024282,"['잡채', '김치', '밥', '깨소금', '계란']"
7024281,"['김치', '밥', '냉동 삼겹살', '모짜렐라치즈', '굴소스']"
7024280,"['깻잎', '계란', '부침가루', '돼지고기', '두부', '당근', '대파', '간마늘', '미림', '부침가루', '소금', '후추가루']"
7024279,"['호박', '부침가루', '계란', '소금 조금']"
7024278,"['동태', '부침가루', '계란', '기름']"
7024277,"['햄', '맛살', '대파', '계란']"
7024275,"['볶은 당근', '계란', '소금', '모짜렐라치즈 (체다치즈)']"
7024274,"['건미역', '감자', '들깨가루', '양파', '쌀뜨물', '까나리액젓', '들기름', '소금']"
7024273,"['크로와상 생지', '우유 적당량', '무염버터', '설탕', '소금', '인스턴트커피', '물', '계란', '박력분', '아몬드 슬라이스 적당량']"
7024272,"['오이지', '얼음', '홍고추', '설탕', '식초', '쪽파 조금', '양파']"
7024271,"['대추 방울토마토', '바게트 빵', '바질', '양파', '가염버터', '올리고당', '올리브오일', '다진 마늘', '파슬리 약간', '올리브오일', '올리고당', '레몬즙', '발사믹비네거', '소금 소량']"
7024270,"['새우', '양송이버섯', '통마늘', '치커리 조금 (선택사항)', '베트남 고추', '버터', '올리브오일', '화이트 와인', '소금 약간', '후추 약간']"
7024268,"['두릅', '소금', '초고추장 (시판용)', '통깨']"
7024267,"['밥', '김밥김', '불고기', '당근', '크래미', '오이', '달걀', '깻잎']"
7024266,"['화이트커버춰', '무염 버터', '계란', '설탕', '박력 밀가루', '말차가루', '소금']"
7024265,"['밥', '계란', '진간장', '물', '참기름', '부추', '통깨']"
7024264,"['오이지', '생수', '설탕', '식초', '검은깨 약간만']"
7024263,"['리챔', '신라면', '물', '두유', '고추기름']"
7024262,"['명란', '무', '생강', '쑥갓', '배추 적당량 (or 청경채)', '대파', '맛술', '으깬 마늘', '고춧가루', '고춧가루', '굴소스', '참치액']"
7024261,"['닭고기', '감자', '고구마', '양파', '대파', '당근', '새송이버섯', '떡볶이떡', '물', '진간장', '맛술', '설탕', '물엿', '굴소스', '마늘']"
7024260,"['달걀', '밥', '맛소금', '양파', '진간장', '쯔유', '맛술', '물엿', '물']"
7024259,"['쑥갓', '두부', '소금', '국간장', '까나리 액젓', '참기름', '참깨', '물', '소금']"
7024258,"['닭가슴살', '고사리', '표고버섯', '대파', '양파', '청양고추', '다진 마늘', '고춧가루', '국간장', '까나리액젓', '치킨스톡', '참기름', '닭 육수', '물', '물', '소주', '대파', '양파', '생강', '통후추']"
7024257,"['건고사리', '소금']"
7024256,"['머위잎', '된장', '고추가루', '국간장', '매실청', '마늘', '들기름', '깨']"
7024255,"['국수', '표고버섯', '앙송이버섯', '새송이버섯', '느타리버섯 조금', '청양고추', '홍고추', '대파 조금', '마늘', '소고기 안심 조금', '다진마늘', '간장', '고추가루', '참치액젓', '굴소스', '후추가루 조금']"
7024254,"['참나물', '양파', '사과', '고춧가루', '간장', '식초', '황설탕', '매실액', '다진마늘', '참기름', '통깨 약간']"
7024253,"['식용꽃', '찹쌀가루', '물', '소금', '식용유 넉넉히', '꿀 취향껏 (뿌려먹는 용)']"
7024252,"['감태', '밥', '건조마늘가루', '참기름', '소금', '마요네즈', '된장', '들기름', '건조마늘', '청양고추']"
7024251,"['꽃게', '무', '감자', '양파', '대파', '말린 홍고추', '고추가루', '마늘', '소주', '맛선생']"
7024250,"['식빵', '바질 페스토', '양배추 넉넉히 (라페)', '계란', '올리브 오일 적당히', '파슬리가루 넉넉히']"
7024249,"['통삼겹살', '연근', '대파', '마늘', '청양고추', '양조간장', '스끼야끼 간장', '설탕', '소주', '물', '물', '소주', '된장', '월계수잎']"
7024248,"['우엉', '연근', '양조간장', '설탕', '맛술', '매실청', '물', '액젓', '올리고당', '참기름', '참깨']"
7024247,"['파스타면', '엔쵸비', '올리브', '마늘', '양파', '바질페스토', '치킨스톡', '엑스트라버진 올리브유']"
7024246,"['쪽파', '다진마늘', '고춧가루', '액젓', '설탕', '다시다', '미원']"
7024245,"['계란', '생크림', '소금', '파슬리 조금 (건파슬리 가능)', '치즈', '버터', '식용유 조금']"
7024244,"['두부', '햄', '양파', '부추 약간 (쪽파)', '물', '녹말', '된장', '간장', '맛술', '연두', '참기름', '후춧가루 약간', '다진마늘 약간']"
7024243,"['밥', '다진소고기', '가지', '양파', '애호박', '버터', '굴소스']"
7024242,"['토종 오리', '생수 (오리가 푹 잠길만큼)', '통마늘', '엄나무', '녹두', '찹쌀']"
7024241,"['바나나', '식빵', '계란', '설탕', '우유', '버터']"
7024240,"['가시상추', '간장', '설탕', '고춧가루', '참기름', '다진마늘', '볶은통깨', '가시상추', '액젓', '고춧가루', '설탕', '굵은소금', '다진마늘', '볶은통깨', '굵은소금']"
7024239,"['돼지고기 (앞다리살 오겹살)', '양파', '대파', '마늘', '생강', '통후추', '된장', '진간장', '맛술', '월계수잎', '사과', '파뿌리', '물']"
7024238,"['다시마채', '굵은소금', '양파', '액젓', '고춧가루', '매실액', '원당', '참기름', '통깨 조금']"
7024237,"['시래기나물', '대파', '청양고추', '감자', '멸치다시마육수', '된장', '고춧가루', '다진 마늘', '들깨가루', '소금 약간']"
7024236,"['두부', '참치캔', '양파', '청양고추', '고추장', '알룰로스', '생들기름']"
7024235,"['아보카도', '토마토', '양파', '베트남 고추절임 약간 (핫소스나 스리라차소스를 넣어도 된다)', '레몬즙', '소금 약간', '후춧가루 약간']"
7024234,"['국수면', '다진김치', '계란', '당근', '애호박', '조미김', '맛소금', '참치액젓']"
7024233,"['또띠야', '아보카도', '토마토', '샐러드채소 (각종샐러드야채)', '닭다리살', '옥수수캔', '새우 (그밖의냉장고재료)', '소금', '후추', '양파', '올리브오일']"
7024232,"['감자', '달래', '청양고추', '다진마늘', '멸치액젓', '코인육수', '후추 약간']"
7024231,"['감자', '양파', '대파', '홍고추', '청양고추', '물', '식용유', '고추장 듬뿍', '고춧가루', '간장', '참치액', '올리고당', '맛술', '다진 마늘', '후춧가루 약간']"
7024230,"['배추', '물', '굵은소금', '무', '배', '사과', '양파', '마늘', '생강', '홍고추', '소금', '멸치액젓', '생수', '고추씨 약간', '대파']"
7024229,"['식빵', '버터', '올리고당', '파슬리가루 약간', '시나몬 가루 약간 (생략 가능)']"
7024228,"['열무', '얼갈이', '소금', '육수', '불린 보리', '다진마늘', '건고추', '액젓', '새우젓', '매실', '양파', '고춧가루']"
7024227,"['동물성 휘핑크림', '마스카포네치즈', '알룰로스', '얼음 적당량', '우유', '초코쿠키 시럽', '에스프레소', '코코아파우더 적당량', '레이디핑거쿠키']"
7024226,"['닭다리살', '진간장', '설탕', '고춧가루', '올리고당', '케첩', '고추장', '후추', '떡볶이떡']"
7024225,"['두부', '새우', '달걀', '참치액젓', '후추 약간', '참기름', '소금 약간']"
7024224,"['방울토마토', '어린잎채소', '슬라이스 블랙올리브', '슈레드치즈', '물', '식초', '베이킹소다', '바질', '올리브오일', '발사믹식초', '다진양파', '꿀']"
7024223,"['쑥', '된장', '육수', '고춧가루', '콩고물', '천일염']"
7024222,"['떡국떡', '사각어묵', '멸치육수', '대파', '우삼겹', '소금', '고추장', '설탕', '다진마늘', '국간장', '올리고당']"
7024221,"['식빵', '무염버터', '계란', '우유', '가는소금', '설탕 넉넉히']"
7024220,"['신김치', '콩나물', '두부', '대파', '멸치육수', '고춧가루', '국간장', '멸치액젓', '다진마늘', '굵은소금', '후추 조금']"
7024219,"['쑥', '물', '소금', '식초']"
7024218,"['버터', '설탕', '달걀', '박력분', '베이킹파우더', '소금', '바닐라익스트랙', '생크림']"
7024217,"['오이', '양파', '쪽파', '홍고추', '고춧가루', '매실청', '설탕', '새우젓', '까나리액젓', '다진마늘', '참기름', '참깨', '소금', '설탕', '식초']"
7024216,"['닭', '마늘', '대추', '대파', '양파', '월계수잎', '파뿌리']"
7024215,"['호두', '설탕', '물', '올리고당', '소금', '식용유', '아몬드']"
7024214,"['풋마늘', '소금', '통깨', '참기름 (들기름)', '고추장', '식초', '매실청']"
7024213,"['오트밀', '닭가슴살', '물', '다진마늘', '대파', '소금', '후추']"
7024212,"['돌나물', '양파', '식초', '다진마늘', '고추장', '고춧가루', '간장', '설탕', '식초', '참기름', '통깨']"
7024211,"['데친 두릅', '물', '간장', '식초', '설탕', '소주']"
7024210,['가리비']
7024209,"['김치', '베이컨', '튀김가루', '물', '고춧가루 약간', '설탕 (선택)']"
7024208,"['레몬', '설탕']"
7024207,"['시금치', '건새우', '두부', '멸치육수', '된장', '다진마늘', '참치액', '고춧가루 약간 (선택)']"
7024206,"['어묵', '당근', '청양고추', '김밥김', '밥', '다진마늘', '참깨', '간장', '올리고당', '참기름']"
7024205,"['가래떡', '어묵', '대파', '육수', '고추장', '요리당', '설탕', '간장', '고추장', '요리당', '설탕', '간장']"
7024204,['두릅']
7024203,"['만두', '물']"
7024202,"['깻잎', '스팸', '당근', '양파', '두부', '계란', '표고버섯', '꼬마새송이버섯', '튀김가루 약간 (또는 부침가루)', '소금', '후추']"
7024201,"['소고기 다짐육', '두부', '소금', '대파', '설탕', '간장', '맛술', '다진마늘', '후추', '참기름', '간장', '맛술', '설탕', '참기름', '후추', '물', '통깨']"
7024200,"['밥 크게', '단무지', '샌드위치용 햄', '깻잎', '슬라이스치즈', '김밥용 김', '소금', '참기름', '깨소금']"
7024199,"['두부', '소금', '설탕', '다진마늘', '간장', '고춧가루', '참기름', '다진파', '물']"
7024198,"['양배추', '올리브유', '소금']"
7024197,"['두부', '스팸', '애호박', '새송이버섯', '양파', '간장', '멸치액젓', '고추가루', '고추장', '올리고당', '다진마늘', '들기름', '물']"
7024196,"['우삼겹', '모둠야채', '두부', '된장', '조개멸치육수', '다진마늘', '물']"
7024195,"['명이나물', '참치캔', '흰밥', '마요네즈', '맛소금 약간', '검은깨 약간', '당근 꽃 약간']"
7024194,"['눈개승마', '대파', '말린 표고버섯', '양파', '고추기름', '표고불린 물', '마른 다시마', '다진마늘', '국간장', '고춧가루', '참기름', '설탕', '까나리 액젓', '꽃소금', '후춧가루 약간']"
7024193,"['베이글', '베이컨', '쪽파', '마스카포네치즈 ', '소금', '후추']"
7024192,"['소고기 안심', '계란', '밥', '적겨자잎', '적상추', '적양배추', '케일', '스낵당근', '샬롯', '진간장', '쪽파', '마늘', '참기름']"
7024190,"['어린 머위잎', '물', '진간장', '식초', '설탕', '소주', '매실액']"
